record_type,case,name,decoder_stage,model_output_list_index,internal_stage_index,encoder_skip_index,upsampling_order,is_final_output,head_type,observed_raw_patch_shape,aligned_patch_shape,upsample_factor_to_final,prompt,threshold,gt_voxels,gt_volume_mm3,pred_voxels,pred_volume_mm3,pred_gt_volume_ratio,dice,iou,precision,recall,cc_count,cc_volume_median_voxels,cc_volume_median_mm3,small_cc_count_fraction,small_cc_voxel_fraction,small_component_max_voxels,lhs,rhs,pairwise_dice,fp_overlap,fp_overlap_dice,fn_overlap,fn_overlap_dice,intersection_voxels,union_voxels,mean_probability,d25_intersection_voxels,d25_union_voxels,majority_vote_voxels,independent_tp_voxels,independent_fp_voxels,independent_fn_recovery,r1_voxels,r1_volume_mm3,r1_tp_voxels,r1_fp_voxels,extra_precision,fn_recovery,merge_added_tp_voxels,merge_added_fp_voxels,merge_dice,merge_recall,merge_precision,delta_dice,delta_recall,delta_precision
layer,HCC_10147777_20171222,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,249382,1201988.8191223145,288966,1392778.5530090332,1.1587283765468237,0.8228469317244608,0.6990143881032257,0.7664880989458968,0.8881515105340402,4,20016.5,96476.92775726318,0.5,7.267290961566412e-05,100,,,,,,,,221489,316859,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10147777_20171222,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,249382,1201988.8191223145,301790,1454588.565826416,1.21015149449439,0.8456343936194146,0.7325533513345299,0.772209152059379,0.9344900594269033,5,27.0,130.13648986816406,0.6,0.00010934755956128433,100,,,,,,,,233045,318127,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HCC_10147777_20171222,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,249382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759392,8480040.710449219,14299,1745093,0.008127239409977992,0.5067025769725164,8278,1738845,0.21000176217587385,0.9676841151326078,0.11778098923673187,-0.6356326314435408,0.03319405570570444,-0.6544281628226472
pairwise,HCC_10147777_20171222,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.7931140810326767,0.3286211999753345,0.49468004873237803,0.3439723153350857,0.5118741084325459,21317,64868,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10147777_20171222,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.7842781526526325,0.30087741012734825,0.4625761163734777,0.27497764356717946,0.4313450435065463,21878,72714,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10147777_20171222,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.7724436987499114,0.28225364170200246,0.440246192363864,0.16759460986040506,0.2870767104353836,21101,74759,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10147777_20171222,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9264502911365107,0.7360175595033953,0.8479379202983872,0.5211034299975705,0.6851650186580709,53652,72895,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10147777_20171222,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8938805194075157,0.6245329062762145,0.7688768923835231,0.2998956726843872,0.4614149873506063,49137,78678,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10147777_20171222,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.926060844070987,0.7012651271996103,0.8244042812467883,0.3824035005469605,0.5532444042505087,56151,80071,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HCC_10147777_20171222,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875,6014,0.23719165085388993,,,,,,,,,,,,,,
independent_vs_final,HCC_10147777_20171222,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3114,9933,0.19061027116361634,,,,,,,,,,,,,,
independent_vs_final,HCC_10147777_20171222,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102,11326,0.25108649078778233,,,,,,,,,,,,,,
independent_vs_final,HCC_10147777_20171222,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HCC_10147777_20171222,d2_d5_intersection,,,,,,,,[],[],[],,0.5,249382,,184290,,,0.7556494309063071,0.6072641019939219,0.889098703130935,0.6570321835577547,,,,,,,,,,,,,,163852,269820,0.0766383558511734,184290,328706,259595,,,,,,,,,,,,,,,,,
ensemble,HCC_10147777_20171222,d2_d5_union,,,,,,,,[],[],[],,0.5,249382,,328706,,,0.8286731431892722,0.7074653316202206,0.7286845996118112,0.9604662726259313,,,,,,,,,,,,,,239523,338565,0.0766383558511734,184290,328706,259595,,,,,,,,,,,,,,,,,
ensemble,HCC_10147777_20171222,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,249382,,259595,,,0.8269882529073023,0.7050127630494644,0.8107205454650513,0.843922175618128,,,,,,,,,,,,,,210459,298518,0.0766383558511734,184290,328706,259595,,,,,,,,,,,,,,,,,
ensemble,HCC_10147777_20171222,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,249382,,274710,,,0.841802584279096,0.7268213284305488,0.8029958865712934,0.8845506091057093,,,,,,,,,,,,,,220591,303501,0.0766383558511734,184290,328706,259595,,,,,,,,,,,,,,,,,
layer,HCC_PA0,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1401552,1544120.2946807826,9411143,10368460.750969628,6.714801163281847,0.07059109685420702,0.03658690324228949,0.04055192870834074,0.272298138064089,20,210.0,231.36156338328107,0.35,2.348280118578583e-05,100,,,,,,,,381640,10431055,,,,,,,,,,,,,,,,,,,,,
layer,HCC_PA0,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,1401552,1544120.2946807826,1550788,1708536.8388382462,1.1064791031656336,0.8976676128088228,0.8143347897961567,0.8544752732159393,0.9454590339851822,5,2015.0,2219.9692867491017,0.0,0.0,100,,,,,,,,1325110,1627230,,,,,,,,,,,,,,,,,,,,,
layer,HCC_PA0,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,1401552,1544120.2946807826,1628326,1793962.1383697358,1.161802059431259,0.8907078106775256,0.8029514849658734,0.8286841824057345,0.9627669897370914,9,36.0,39.661982294276754,0.6666666666666666,8.413548638294788e-05,100,,,,,,,,1349368,1680510,,,,,,,,,,,,,,,,,,,,,
layer,HCC_PA0,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,1401552,1544120.2946807826,1660799,1829738.3481209038,1.184971374590454,0.8875004857379184,0.7977535939209783,0.8182320678179599,0.9695815781362376,5,5947.0,6551.93913066844,0.4,1.685935504537274e-05,100,,,,,,,,1358919,1703432,,,,,,,,,,,,,,,,,,,,,
layer,HCC_PA0,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,1401552,1544120.2946807826,1665945,1835407.8081455247,1.1886430185965273,0.8927187214853022,0.8062257881599797,0.8218794738121606,0.9769212986746122,28,2.5,2.7543043259914413,0.8928571428571429,0.0001152499032080891,100,,,,,,,,1369206,1698291,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HCC_PA0,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1401552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8988178,9902471.019272441,8314,8979864,0.0009249928072185486,0.18843133617757993,6095,8973928,0.2283127149820046,0.9812700492025983,0.12918515253850096,-0.6644060065032976,0.004348750527986112,-0.6926943212736597
pairwise,HCC_PA0,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.9517614027052821,0.6300876036902086,0.77307207571398,0.5361446502573657,0.6980392766625722,195060,309576,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_PA0,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.942081282555945,0.5794393082966085,0.7337278555154125,0.44673535343717347,0.6175771572538317,193542,334016,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_PA0,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.935698424457361,0.5459600383518187,0.7063054992467703,0.3414222123577356,0.5090451152700666,184493,337924,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_PA0,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9745412533728576,0.7866331182213582,0.8805759953722037,0.7367659449756383,0.8484343524895325,255736,325102,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_PA0,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.965026253152822,0.7270409158134414,0.8419498451442339,0.5545175349872189,0.7134271856145747,242354,333343,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_PA0,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9810409216940047,0.8512004898443878,0.9196199920149544,0.6674227767029155,0.8005441523626615,275251,323368,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HCC_PA0,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4657,41185,0.14397452544364064,,,,,,,,,,,,,,
independent_vs_final,HCC_PA0,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193,36604,0.06779818215544425,,,,,,,,,,,,,,
independent_vs_final,HCC_PA0,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2334,26629,0.07215729920237433,,,,,,,,,,,,,,
independent_vs_final,HCC_PA0,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HCC_PA0,d2_d5_intersection,,,,,,,,[],[],[],,0.5,1401552,,1492066,,,0.9092658395130249,0.8336273607742046,0.8816861988678785,0.9386266082171764,,,,,,,,,,,,,,1315534,1578084,0.06808076798915863,1492066,1739213,1603895,,,,,,,,,,,,,,,,,
ensemble,HCC_PA0,d2_d5_union,,,,,,,,[],[],[],,0.5,1401552,,1739213,,,0.8756325290176119,0.7787778921179122,0.7906323147308582,0.9811109398723701,,,,,,,,,,,,,,1375078,1765687,0.06808076798915863,1492066,1739213,1603895,,,,,,,,,,,,,,,,,
ensemble,HCC_PA0,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,1401552,,1603895,,,0.8981312929491021,0.8150982845795759,0.8414784010175229,0.9629632007945478,,,,,,,,,,,,,,1349643,1655804,0.06808076798915863,1492066,1739213,1603895,,,,,,,,,,,,,,,,,
ensemble,HCC_PA0,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,1401552,,1630298,,,0.8950594521496776,0.8100521370955465,0.832266861641246,0.968100363026131,,,,,,,,,,,,,,1356843,1675007,0.06808076798915863,1492066,1739213,1603895,,,,,,,,,,,,,,,,,
layer,HEM_PA101,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1019798,1119671.131544834,4816496,5288195.825448928,4.722990239243458,0.10295163334814868,0.05426937718506915,0.06237480525261518,0.2945955963828131,39,461.0,506.1476798759837,0.358974358974359,0.00010900040195195843,100,,,,,,,,300428,5535866,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA101,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,1019798,1119671.131544834,716128,786261.4440221875,0.7022253426659005,0.6608588154103343,0.4934945045490719,0.8009755239286831,0.5624653117578187,5,329.0,361.2203615600838,0.4,2.513517136601278e-05,100,,,,,,,,573601,1162325,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA101,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,1019798,1119671.131544834,838232,920323.6052013136,0.82195885851904,0.7220400101182435,0.5649942219122607,0.8002390746237319,0.6577635963200555,8,434.0,476.5034556750042,0.25,1.7894807165557983e-05,100,,,,,,,,670786,1187244,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA101,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,1019798,1119671.131544834,827066,908064.0715928641,0.8110096313191436,0.7638862417590033,0.6179740632011262,0.8528908212887484,0.6917026705288695,27,26.0,28.546289971313616,0.6666666666666666,0.0004002098986054317,100,,,,,,,,705397,1141467,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA101,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,1019798,1119671.131544834,874916,960600.2244823778,0.8579306882343366,0.798837185981631,0.6650532106544339,0.8649790379876469,0.7420920613690162,47,4.0,4.391736918663633,0.7872340425531915,0.0003486048946413141,100,,,,,,,,756784,1137930,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HEM_PA101,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1019798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4568937,5016392.325487066,76975,4491962,0.01684746364416931,0.22772932239348476,59896,4486224,0.25359448791880057,0.8008252614733506,0.150650170926738,-0.5452426980628304,0.05873320010433447,-0.7143288670609089
pairwise,HEM_PA101,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8478949535500142,0.5210338042406191,0.685104831711149,0.702755597809911,0.8254333137577669,106182,203791,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA101,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.8174409698326977,0.3951091232646681,0.5664203848657815,0.6396226659136081,0.780207152792934,74823,189373,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA101,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.7829022955996189,0.31473317865429234,0.47877878761140036,0.5438405158245552,0.7045293995722006,62399,198260,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA101,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9028498202724077,0.5475425806382546,0.7076284523459523,0.7913910145976335,0.8835491616835968,102293,186822,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA101,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8645370977872314,0.428854476771821,0.6002773322875011,0.6769167961290075,0.8073349825007434,85713,199865,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA101,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9234327977616684,0.618505419743254,0.7642920588321149,0.7733658063168757,0.8722011031926777,91639,148162,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HEM_PA101,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13184,80128,0.05012660922992693,,,,,,,,,,,,,,
independent_vs_final,HEM_PA101,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15959,81733,0.060677378390503925,,,,,,,,,,,,,,
independent_vs_final,HEM_PA101,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11203,30030,0.04259469077691682,,,,,,,,,,,,,,
independent_vs_final,HEM_PA101,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HEM_PA101,d2_d5_intersection,,,,,,,,[],[],[],,0.5,1019798,,597716,,,0.6688869462644528,0.5025019808703196,0.9050569166627629,0.5304648567657516,,,,,,,,,,,,,,540967,1076547,0.056354206055402756,597716,1019056,757930,,,,,,,,,,,,,,,,,
ensemble,HEM_PA101,d2_d5_union,,,,,,,,[],[],[],,0.5,1019798,,1019056,,,0.7660685855877861,0.6208356288203463,0.7663474823758459,0.7657898917236551,,,,,,,,,,,,,,780951,1257903,0.056354206055402756,597716,1019056,757930,,,,,,,,,,,,,,,,,
ensemble,HEM_PA101,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,1019798,,757930,,,0.7425747920941786,0.5905518574189392,0.8708561476653517,0.6472340600785645,,,,,,,,,,,,,,660048,1117680,0.056354206055402756,597716,1019056,757930,,,,,,,,,,,,,,,,,
ensemble,HEM_PA101,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,1019798,,812633,,,0.7523655733831178,0.6030336750351237,0.848266068446642,0.6759466090343381,,,,,,,,,,,,,,689329,1143102,0.056354206055402756,597716,1019056,757930,,,,,,,,,,,,,,,,,
layer,HEM_PA107,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,820615,901086.7374376747,4350221,4776815.495723157,5.301171682213949,0.12040760913709118,0.06406048977555863,0.07156050232850239,0.37935450850886226,43,466.0,511.6972266482533,0.3953488372093023,0.00011907441024260606,100,,,,,,,,311304,4859532,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA107,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,820615,901086.7374376747,296619,325706.26538879453,0.3614593932599331,0.5031873358669715,0.3361725538034671,0.9476432730202718,0.3425345624927646,4,1262.5,1386.30418163824,0.0,0.0,100,,,,,,,,281089,836145,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA107,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,820615,901086.7374376747,375797,412648.6752848362,0.4579455652163317,0.5606881241578988,0.38955290619682814,0.8925217604185238,0.40872638204273626,4,7795.0,8559.398887817886,0.25,1.5966066786057366e-05,100,,,,,,,,335407,861005,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA107,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,820615,901086.7374376747,413437,453979.755995223,0.503813603212225,0.605237056461154,0.4339354291457754,0.9032742594397696,0.4550818593372044,7,11.0,12.078689899422288,0.5714285714285714,4.111871941795243e-05,100,,,,,,,,373447,860605,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA107,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,820615,901086.7374376747,418879,459955.41330728267,0.5104452148693358,0.6245209738812774,0.4540388926492963,0.9240019194087076,0.47165235829225644,31,1.0,1.098062718129299,0.9032258064516129,0.00030796482993895614,100,,,,,,,,387045,852449,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HEM_PA107,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,820615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4187360,4597983.903385902,156960,4030400,0.037484238279011116,0.3219595451714833,139592,4028095,0.19479170384716177,0.6417589247089074,0.11482163343991998,-0.4297292700341156,0.17010656641665095,-0.8091802859687875
pairwise,HEM_PA107,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8103971351068386,0.18284118791775955,0.30915593705293276,0.8404086228912871,0.9132848134247522,8644,47276,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA107,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.7852986243338553,0.18478052111563986,0.3119236311239193,0.7924540983993708,0.8842113157676037,8659,46861,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA107,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.7736821067284605,0.1553604098060739,0.2689384342538637,0.7686223191566703,0.8691763197053528,6369,40995,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA107,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9058276759490848,0.6177920901680588,0.7637472007962179,0.8879549665387614,0.9406526980531459,30695,49685,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA107,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8659352994176243,0.46022118436748144,0.6303444838280904,0.8400990168412746,0.9131019680488649,22763,49461,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA107,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9271454591765628,0.6225545565445263,0.7673758075295166,0.9049821124987563,0.9501213754828337,27558,44266,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HEM_PA107,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10674,9161,0.02461886200613511,,,,,,,,,,,,,,
independent_vs_final,HEM_PA107,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14101,17627,0.03252300666559033,,,,,,,,,,,,,,
independent_vs_final,HEM_PA107,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15166,12432,0.03497935742786632,,,,,,,,,,,,,,
independent_vs_final,HEM_PA107,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HEM_PA107,d2_d5_intersection,,,,,,,,[],[],[],,0.5,820615,,263359,,,0.47522542053591693,0.3116692965218149,0.9780034097942353,0.3138694759418241,,,,,,,,,,,,,,257566,826408,0.029774578288197517,263359,471571,355533,,,,,,,,,,,,,,,,,
ensemble,HEM_PA107,d2_d5_union,,,,,,,,[],[],[],,0.5,820615,,471571,,,0.6384080929525625,0.4688688950398709,0.8746742272107487,0.5026364373061667,,,,,,,,,,,,,,412471,879715,0.029774578288197517,263359,471571,355533,,,,,,,,,,,,,,,,,
ensemble,HEM_PA107,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,820615,,355533,,,0.5629818696286522,0.3917708884321236,0.9312075109764776,0.40344741443917065,,,,,,,,,,,,,,331075,845073,0.029774578288197517,263359,471571,355533,,,,,,,,,,,,,,,,,
ensemble,HEM_PA107,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,820615,,378092,,,0.5831299892300621,0.41156209447413233,0.924380838526073,0.42590130572802104,,,,,,,,,,,,,,349501,849206,0.029774578288197517,263359,471571,355533,,,,,,,,,,,,,,,,,
layer,HEM_PA13,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,434860,1724682.9708399018,2810183,11145368.084081745,6.462270615830382,0.09000312168436597,0.04712213025381323,0.0519652990570365,0.3358138251391252,17,272.0,1078.7696455605328,0.29411764705882354,4.91071222052087e-05,100,,,,,,,,146032,3099011,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA13,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,434860,1724682.9708399018,343599,1362735.9244299761,0.7901370556041025,0.742253606162945,0.590145684217407,0.840826079237716,0.6643678425240307,4,975.5,3868.896283986396,0.5,0.0001746221612984904,100,,,,,,,,288907,489552,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA13,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,434860,1724682.9708399018,395977,1570470.4703680996,0.9105850158671757,0.826029654432819,0.7036205450604791,0.8665856855322405,0.7890999402106426,1,395977.0,1570470.4703680996,0.0,0.0,100,,,,,,,,343148,487689,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA13,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,434860,1724682.9708399018,421682,1672418.1679384434,0.9696959941130479,0.8537911742798369,0.7448827431104448,0.8671321042871168,0.8408545278940348,6,3.0,11.898194620152935,0.8333333333333334,0.000161258958172272,100,,,,,,,,365654,490888,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA13,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,434860,1724682.9708399018,433196,1718083.4388905903,0.9961734811203605,0.8814638686904992,0.7880513145860969,0.8831568158524086,0.8797773996228672,9,3.0,11.898194620152935,0.7777777777777778,3.924320630846084e-05,100,,,,,,,,382580,485476,,,,,,,,,,,,,,,,,,,,,
